,PRMS_DT,PRDT_SHAP_CD_NM,영양제명,IFTKN_ATNT_MATR_CN,BSSH_NM,STDR_STND,PRIMARY_FNCLTY,POG_DAYCNT,CSTDY_MTHD,NTK_MTHD
583,20210517,캡슐,경희 마이크로바이옴 포스트바이오틱스,0,(주)세종바이오팜,"1. 성상 : 고유의 향미가 있고, 이미·이취가 없는 흐린 노랑색의 내용물을 포함한 흰색의 경질캅셀
2. 프로바이오틱스 수 : 표시량(5,000,000,000 CFU/ 500mg) 이상
3. 아연 : 표시량(6mg/ 500mg)의 80～150%
4. 대장균군 : 음성
5. 붕해시험 : 건강기능식품공전[1].2붕해도 시험의 캅셀제품 시험법에 따라 20분 내에 붕해","[프로바이오틱스] 유산균 증식 및 유해균 억제·배변활동 원활에 도움을 줄 수 있음

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요",제조일로부터 18개월까지,0,"1일 1회, 1회 1캡슐씩 충분한 물과 함께 섭취하십시오."
584,20210517,캡슐,에너씨슬콜레다운,"[밀크씨슬 추출물]
알레르기 반응이 나타나는 경우에는 섭취 중단
설사, 위통, 복부팽만 등의 위장관계 장애가 나타나는 경우에는 섭취에 주의",(주)알피바이오,"1. 성상 : 고유의 향미가 있고 이미, 이취가 없으며 갈색의 내용물을 함유한 어두운 갈색의 장방형 연질캡슐
2. 비타민B1 : 표시량(1.2 mg/850 mg)의 80%~180%
3. 비타민B2 : 표시량(1.4 mg/850 mg)의 80%~180%
4. 비타민B12 : 표시량(40 μg/850 mg)의 80%~180%
5. 비오틴 : 표시량(40 μg/850 mg)의 80%~180%
6. 아연 : 표시량(8.5 mg/850 mg)의 80%~150%
7. 실리마린 : 표시량(130 mg/850 mg)의 80%~120%
8. 헥산(mg/kg) :  5.0 이하
9. 초산에틸(mg/kg) : 50.0 이하
10. 납(mg/kg) : 1.0  이하
11. 카드뮴(mg/kg) : 0.5  이하
12. 총 모나콜린K : 표시량(4 mg/850 mg)의 80%~120%
13. 활성형 모나콜린K : 확인
14. 시트리닌(mg/kg) : 0.05 이하
15. 대장균군 : 음성
16. 수은(mg/kg) : 0.5  이하
17. 비소(mg/kg) : 1.0  이하
18. 붕해시험 : 적합
19. 대장균군 : 음성","[밀크씨슬 추출물]① 간 건강에 도움을 줄 수 있음
[홍국]①혈중 콜레스테롤 개선에 도움을 줄 수 있음
[비타민 B1]①탄수화물과 에너지 대사에 필요
[비타민 B2]①체내 에너지 생성에 필요
[비타민 B12]①정상적인 엽산 대사에 필요
[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요",제조일로부터 24개월까지,0,"1일 1회, 1회 1캡슐을 충분한 물과 함께 섭취하십시오."
585,20210518,캡슐,고려은단 식물성 캡슐 오메가3,"(가) 의약품(항응고제, 항혈소판제, 혈압강하제 등) 복용 시 전문가와 상담할 것
(나) 개인에 따라 피부 관련 이상반응이 발생할 수 있음
(다) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",(주)알피바이오,"1) 성상 : 고유의 향미가 있고 이미, 이취가 없는 진한 노란색의 내용물을 함유한 투명한 장방형 연질캡슐
2) EPA와 DHA의 합 : 표시량(900mg/1,200mg)의 80~120%
3) 비타민E : 표시량(3.3 mgα-TE/1,200mg)의 80~150%
4) 납 : 3.0mg/kg 이하
5) 카드뮴 : 1.0mg/kg 이하
6) 수은 : 0.5mg/kg 이하
7) 대장균군 : 음성
8) 붕해시험 : 적합(20분이내 붕해)","[EPA 및 DHA 함유 유지]
혈중 중성지질 개선·혈행 개선·기억력 개선·건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음
[비타민E]
①항산화작용을 하여 유해산소로부터 세포를 보호하는데 필요",제조일로부터 36개월,0,"1일 1회, 1회 2캡슐을 충분한 물과 함께 섭취하십시오"
586,20210518,캡슐,리얼 마이크로바이옴 포스트바이오틱스,0,(주)세종바이오팜,"1. 성상: 고유의 향미가 있고, 이미·이취가 없는 흐린 노랑색의 내용물을 포함한 흰색의 경질캅셀
2. 프로바이오틱스: 표시량(5,000,000,000 CFU/500mg) 이상
3. 아연: 표시량(6mg/500mg)의 80～150%
4. 대장균군: 음성
5. 붕해도: 건강기능식품공전[1].2붕해도 시험의 캅셀제품 시험법에 따라 20분 내에 붕해","유산균 증식 및 유해균 억제·배변활동 원활에 도움을 줄 수 있음

①정상적인 면역기능에 필요②정상적인 세포분열에 필요",제조일로부터 18개월까지,0,"1일 1회, 1회 1캡슐씩 충분한 물과 함께 섭취하십시오."
587,20210518,캡슐,세노메가,"[EPA 및 DHA 함유 유지]
(가) 의약품(항응고제, 항혈소판제, 혈압강하제 등) 복용 시 전문가와 상담할 것
(나) 개인에 따라 피부 관련 이상반응이 발생할 수 있음
(다) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",(주)알피바이오,"1) 성상 : 고유의 향미가 있고 이미, 이취가 없는 연한 노란색의 내용물을 함유한 투명한 장방형의 장용성 연질캡슐
2) EPA와 DHA의 합 : 표시량(500mg/740mg)의 80~120%
3) 비타민E : 표시량(11mg α-TE/740mg)의 80~150%
4) 납 : 3.0mg/kg 이하
5) 카드뮴 : 1.0mg/kg 이하
6) 수은 : 0.5mg/kg 이하
7) 대장균군 : 음성
8) 붕해시험 : 적합(장용성 : 1액에서 120분 이내 내용물이 방출안됨, 2액에서 60분 이내 붕해)","[EPA 및 DHA 함유 유지]
혈중 중성지질 개선·혈행 개선에 도움을 줄 수 있음
[비타민E]
①유해산소로부터 세포를 보호하는데 필요",제조일로부터 24개월,0,"1일 1회, 1회 1캡슐을 충분한 물과 함께 섭취하십시오."
588,20210518,캡슐,쏘팔메토골드,"1) 성인남성만 섭취하십시오.
2) 수술전후, 출혈성질환이 있거나 항응고제 등 복용 시 전문가와 상담하십시오.
3) 알레르기 체질 등은 개인에 따라 과민반응을 나타낼 수 있습니다.
4) 메스꺼움 등 소화계통의 불편함과 설사를 유발할 수 있으니 식사 후 섭취하십시오.
5) 이상사례 발생시 섭취를 중단하고 전문가와 상담하십시오.
6) 섭취를 위하여 포장을 개봉할 때, 간혹 제품에 포장재(알루미뉴호일)가 따라오는 경우가 있으니 섭취 시 확인하시고 캡슐만 섭취하시기 바랍니다.
7) 제품이 변질 및 변색된 경우에는 섭취하시지 마시고 소비자상담실로 문의하시기 바랍니다.
8) 유통기한이 경과한 제품은 섭취하지 마시고, 섭취 시 섭취량 및 섭취방법을 준수하십시오.",(주)세종바이오팜,"1) 성상: 고유의 향미가 있고 이미, 이취가 없는 노란색의 내용물을 포함하는 진한 초록색의 장방형 연질캡슐
2) 로르산: 표시량(70mg/1100mg)의 80~120%
3) 옥타코사놀: 표시량(7mg/1100mg)의 80~120%
4) 아연: 표시량(5mg/1100mg)의 80~150%
5) 비타민B1: 표시량(5mg/1100mg)의 80～180%
6) 비타민B2: 표시량(5mg/1100mg)의 80～180%
7) 비타민B6: 표시량(5mg/1100mg)의 80～180%
8) 나이아신: 표시량(5mg/1100mg)의 80～150%
9) 판토텐산: 표시량(3mg/1100mg)의 80～180%
10) 납(mg/kg): 1.0 이하
11) 카드뮴(mg/kg): 1.0 이하
12) 수은(mg/kg): 1.0 이하
13) 비소(mg/kg): 1.0 이하
14) 헥산(mg/kg): 5.0 이하
15) 대장균군: 음성
16) 붕해시험: 20분 이내","①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①전립선 건강의 유지에 도움을 줄 수 있음

[옥타코사놀 함유 유지] ①지구력 증진에 도움을 줄 수 있음

①탄수화물과 에너지 대사에 필요

①체내 에너지 생성에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①체내 에너지 생성에 필요",제조일로부터 24개월까지,0,"1일 1회, 1회 1캡슐을 충분한 물과 함께 섭취하십시오."
589,20210520,캡슐,메디타민 비건 안심 식물성 알티지 오메가3,"(가) 의약품(항응고제, 항혈소판제, 혈압강하제 등) 복용 시 전문가와 상담할 것
(나) 개인에 따라 피부 관련 이상반응이 발생할 수 있음
(다) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",(주)알피바이오,"1. 성상 :  고유의 향미가 있고 이미, 이취가 없는 연한 노란색의 내용물을 함유한 투명한 타원형의 연질캡슐
2. EPA와 DHA의 합 : 표시량(955mg/1,200mg)의 80~120%
3. 비타민E : 표시량(3.3mg α-TE/1,200mg)의 80~150%
4. 중금속 : 납 3.0mg/kg 이하, 카드뮴 1.0mg/kg 이하, 수은 0.5mg/kg 이하
5. 대장균군 : 음성
6. 붕해시험 : 적합(20분 이내 붕해)","[EPA 및 DHA 함유 유지] 혈중 중성지질 개선·혈행 개선·기억력 개선·건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음
[비타민E]①항산화작용을 하여 유해산소로부터 세포를 보호하는데 필요",제조일로부터 36개월까지,0,"1일 1회, 1회 2캡슐을 충분한 물과 함께 섭취하십시오."
590,20210521,분말,락토러브 패밀리 100억 프로바이오틱스,"질환이 있거나 의약품 복용 시 전문가와 상담할 것
알레르기 체질 등은 개인에 따라 과민반응을 나타낼 수 있음
어린이가 함부로 섭취하지 않도록 일일섭취량 방법을 지도할 것
이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
고칼슘혈증이 있거나 의약품 복용 시 전문가와 상담할 것
섭취 전에 유통기한을 확인 후 섭취하십시오. 또한 유통기한이 경과한 제품은 섭취하지 마십시오.
섭취량 및 섭취방법을 확인 후 섭취하십시오.",코스맥스엔비티(주),"1. 성상 : 고유의 향미가 있고 이미, 이취가 없는 연한 노란 하얀색의 입자성이 있는 분말
2. 프로바이오틱스 수 : 표시량(10,000,000,000 CFU/2,000 mg)이상
3. 아연 : 표시량(2.55mg/2,000mg)의 80~150%
4. 비타민D : 표시량(10㎍/2,000mg)의 80~180%
5. 대장균군 : 음성","[프로바이오틱스]유산균 증식 및 유해균 억제 ? 배변활동 원활 ? 장건강에 도움을 줄 수 있음
[아연](가) 정상적인 면역기능에 필요(나) 정상적인 세포분열에 필요
[비타민D]
(가) 칼슘과 인이 흡수되고 이용되는데 필요
(나) 뼈의 형성과 유지에 필요 
(다) 골다공증발생 위험 감소에 도움을 줌",제조일로부터 18개월까지,0,"1일 1회, 1회 1포(2g)를 직접 또는 물과 함께 섭취하십시오."
591,20210524,정,간에 좋은  밀크씨슬 맥스 실리마린,"알레르기 반응이 나타나는 경우에는 섭취 중단
설사, 위통, 복부팽만 등의 위장관계 장애가 나타나는 경우에는 섭취에 주의",(주)알피바이오,"1) 성상 : 고유의 향미가 있고 이미, 이취가 없는 연한 황갈색의 장방형 제피정제
2) 실리마린 : 표시량｛130mg/1,000(2정)｝의 80~120%
6) 비타민B2 : 표시량｛2.8mg/1,000(2정)｝의 80~180%
7) 비타민B6 : 표시량｛3mg/1,000(2정))｝의 80~150%
8) 비타민B1 : 표시량｛2.4mg/1,000(2정)｝의 80~180%
8) 비타민B12 : 표시량｛4.8?g/1,000(2정)｝의 80~180%
9) 납(mg/kg) : 1.0 이하
10) 카드뮴(mg/kg) : 0.5 이하
11) 비소(mg/kg) : 1.0 이하
12) 수은(mg/kg) : 0.5 이하
13) 붕해 : 60분 이내
14) 대장균군 : 음성","[밀크씨슬(카르두스 마리아누스) 추출물] ① 간 건강에 도움을 줄 수 있음

[비타민 B2] ①체내 에너지 생성에 필요

[비타민 B6] ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민 B1] ①탄수화물과 에너지 대사에 필요

[비타민 B12] ①정상적인 엽산 대사에 필요",제조일로부터 24개월,0,"1일 1회, 1회 2정을 충분한 물과 함께 섭취하십시오"
592,20210524,캡슐,닥터헬케 식물성 알티지오메가3,"[EPA 및 DHA 함유 유지]
(가) 의약품(항응고제, 항혈소판제, 혈압강하제 등) 복용 시 전문가와 상담할 것
(나) 개인에 따라 피부 관련 이상반응이 발생할 수 있음
(다) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것


[비타민D]
(가) 고칼슘혈증이 있거나 의약품 복용 시 전문가와 상담할 것
(나) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",(주)알피바이오,"1) 성상 : 고유의 향미가 있고 이미, 이취가 없는 연한 노란색의 내용물을 함유한 투명한 장방형 연질캡슐
2) EPA와 DHA의 합 : 표시량(600mg/900mg)의 80~120%
3) 비타민E : 표시량(11mg α-TE/900mg)의 80~150%
4) 비타민D : 표시량(10㎍/900mg)의 80~180%
5) 납(mg/kg) : 3.0 이하
6) 카드뮴(mg/kg) : 1.0 이하
7) 수은(mg/kg) : 0.5 이하
8) 대장균군 : 음성
9) 붕해시험 : 적합(20분이내 붕해)","[EPA 및 DHA 함유 유지]혈중 중성지질 개선·혈행 개선·건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음

[비타민E]항산화작용을 하여 유해산소로부터 세포를 보호하는데 필요

[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",제조일로부터 36개월까지,0,"1일 1회, 1회 1캡슐을 충분한 물과 함께 섭취하십시오"
593,20210524,캡슐,원더풀 플로우 부스터,"[감마리놀렌산 함유 유지] 영·유아·어린이는 섭취 전 의사와 상담한 후 섭취할 것 (면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있다는 기능성을 표시?판매하는 경우에 한함)





(가) 의약품(항응고제, 항혈소판제, 혈압강하제 등) 복용 시 전문가와 상담할 것
(나) 개인에 따라 피부 관련 이상반응이 발생할 수 있음
(다) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",(주)알피바이오,"1) EPA 및 DHA 연질캡슐 
1-1) 성상 : 고유의 향미가 있고 이미, 이취가 없는 노란색의 내용물을 함유한 투명한 장방형 연질캡슐
1-2) EPA와 DHA의 합 : 표시량 ｛500 mg/2,255mg｝ 의 80~120%
1-3) 비타민E : 표시량 ｛10.8 mg α-TE/2,255mg｝의 80~150%
1-4) 납(mg/kg) : 3.0 이하
1-5) 카드뮴(mg/kg) : 1.0 이하
1-6) 수은(mg/kg) : 0.5 이하
1-7) 붕해 : 20분 이내
1-8) 대장균군 : 음성

2) 감마리놀렌산 연질캡슐
2-1) 성상 : 고유의 향미가 있고 이미, 이취가 없는 연한 노란색의 내용물을 함유한 빨강색의 타원형 연질캡슐
2-2) 감마리놀렌산 : 표시량 ｛240 mg/2,255mg｝ 의 80~120% 
2-3) 붕해시험 : 20분 이내
2-4) 대장균군 : 음성

3) 코엔자임Q10 연질캡슐
3-1) 성상 : 고유의 향미가 있고 이미, 이취가 없는 주황색의 내용물을 함유한 갈색의 타원형 연질캡슐
3-2) 코엔자임Q10 : 표시량 ｛100 mg/2,255mg｝의 80~120% 
3-3) 납(mg/kg) : 1.0 이하
3-4) 카드뮴(mg/kg) : 1.0 이하
3-5) 수은(mg/kg) : 1.0 이하
3-6) 비소(mg/kg) : 1.0 이하
3-7) 헥산(mg/kg) : 5.0 이하
3-8) 초산에틸(mg/kg): 50.0 이하
3-9) 대장균군 : 음성
3-10) 붕해시험 : 20분 이내","[감마리놀렌산 함유 유지] 혈중 콜레스테롤 개선·혈행개선·월경전 변화에 의한 불편한 상태 개선·면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있음

[비타민 E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[코엔자임Q10] 항산화·높은 혈압 감소에 도움을 줄 수 있음

[EPA 및 DHA 함유 유지] 혈중 중성지질 개선·혈행 개선에 도움을 줄 수 있음",제조일로부터 36개월까지,0,"1일 1회, 1회 1포(4캡슐)를 충분한 물과 함께 섭취하십시오."
594,20210525,분말,아이생각 키즈 생유산균,"질환이 있거나 의약품 복용 시 전문가와 상담할 것
알레르기 체질 등은 개인에 따라 과민반응을 나타낼 수 있음
어린이가 함부로 섭취하지 않도록 일일섭취량 방법을 지도할 것
이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
고칼슘혈증이 있거나 의약품 복용 시 전문가와 상담할 것

섭취 전에 유통기한을 확인 후 섭취할 것. 또한 유통기한이 경과한 제품은 섭취하지 말 것
섭취량 및 섭취방법을 확인 후 섭취할 것",코스맥스엔비티(주),"1. 성상: 고유의 향미가 있고 이미,이취가 없는 노란 하얀색의 입자성이 있는 분말
2. 대장균군: 음성
3. 프로바이오틱스 수: 표시량(2,000,000,000 CFU/2,000mg)이상
4. 아연: 표시량(2.55mg/2,000mg)의 80～150%
5. 비타민D: 표시량(10㎍/2,000mg)의 80～180%","[프로바이오틱스] 유산균 증식 및 유해균 억제·배변활동 원활·장건강에 도움을 줄 수 있음

[비타민 D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요",제조일로부터 18개월,0,"1일 1회, 1회 1포를 직접 또는 물과 함께 섭취하십시오."
595,20210526,정,하루틴 메가멀티B,"[비타민 D] (가) 고칼슘혈증이 있거나 의약품 복용 시 전문가와 상담할 것(나) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
[철] 특히 6세 이하는 과량섭취하지 않도록 주의
[비타민 B1] 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것















특히 6세 이하는 과량섭취하지 않도록 주의",우리바이오(주),"1)	성상 : 고유의 향미가 있고 이미, 이취가 없는 갈색의 점박이가 있는 황색의 타원형 제피정제
2)	붕해시험 : 60분 이내 
3)	비타민A: 표시량(700 ㎍ RE / 1600 mg)의 80~150 % 
4)	비타민C: 표시량(100 mg / 1600 mg)의 80~150 % 
5)	비타민B1: 표시량(12 mg / 1600 mg)의 80~180 % 
6)	비타민B2: 표시량(14 mg / 1600 mg)의 80~180 % 
7)	비타민B6: 표시량(15 mg / 1600 mg)의 80~150 % 
8)	비타민E: 표시량(11 mg α-TE / 1600 mg)의 80~150 % 
9)	나이아신: 표시량(150 mg NE / 1600 mg)의 80~150 % 
10)	판토텐산: 표시량(50 mg / 1600 mg)의 80~180 % 
11)	엽산: 표시량(1000 ㎍ / 1600 mg)의 80~150 % 
12)	비타민D: 표시량(10 ㎍ / 1600 mg)의 80~180 % 
13)	비타민B12: 표시량(24 ㎍ / 1600 mg)의 80~180 % 
14)	비오틴: 표시량(300 ㎍ / 1600 mg)의 80~180 % 
15)	비타민K: 표시량(70 ㎍ / 1600 mg)의 80~180 % 
16)	아연: 표시량(8.5 mg / 1600 mg)의 80~150 % 
17)	망간: 표시량(3 mg / 1600 mg)의 80~150 % 
18)	셀렌: 표시량(55 ㎍ / 1600 mg)의 80~150 % 
19)	크롬: 표시량(30 ㎍ / 1600 mg)의 80~180 % 
20)	몰리브덴: 표시량(25 ㎍ / 1600 mg)의 80~180 % 
21)	철: 표시량(12 mg / 1600 mg)의 80~150 % 
22)	요오드: 표시량(150 ㎍ / 1600 mg)의 80~150 % 
23)	구리: 표시량(0.8 mg / 1600 mg)의 80~150 %
24)	대장균군: 음성","①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

①탄수화물과 에너지 대사에 필요

①체내 에너지 생성에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①유해산소로부터 세포를 보호하는데 필요

①체내 에너지 생성에 필요

①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①정상적인 엽산 대사에 필요

①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①정상적인 혈액응고에 필요②뼈의 구성에 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요

①유해산소로부터 세포를 보호하는데 필요



-산화·환원 효소의 활성에 필요

①체내 산소운반과 혈액생성에 필요②에너지 생성에 필요

①갑상선 호르몬의 합성에 필요②에너지 생성에 필요③신경발달에 필요

①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요",제조일로부터 24개월까지,0,"1일 1회, 1회 2정을 충분한 물과 함께 섭취하십시오."
596,20210527,정,프리미엄 피로개선 홍경천 플러스,"① 섭취량 및 섭취방법을 확인 후 섭취하십시오.
② 특이체질 또는 알레르기 체질인 경우에는 원료의 성분을 확인하고 섭취하십시오.
③ 이상사례 발생 시 섭취를 중단하고 전문가와 상담하십시오.
④ 동봉된 방습제를 섭취하지 않도록 주의하십시오.",에스케이내추럴팜(주),"① 성상 : 고유의 향미가 있고 이미, 이취가 없는 점박이가 있는 밝은 회황색의 장방형 코팅정제
② 로사빈 : 표시량(4.4㎎/1,000㎎)의 80~120%
③ 비타민E : 표시량(3.3㎎α-TE/1,000㎎)의 80~150%
④ 아연 : 표시량(2.55㎎/1,000㎎)의 80~150%
⑤ 납(㎎/㎏) : 1.0 이하
⑥ 카드뮴(㎎/㎏) : 0.5 이하
⑦ 수은(㎎/㎏) : 0.5 이하
⑧ 비소(㎎/㎏) : 1.0 이하
⑨ 대장균군 : 음성
⑩ 붕해시험 : 60분 이내","[홍경천 추출물] 스트레스로 인한 피로 개선에 도움을 줄 수 있음

[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[아연] ①정상적인 면역기능에 필요 ②정상적인 세포분열에 필요",제조일로부터 24개월까지,0,"1일 1회, 1회 2정을 충분한 물과 함께 섭취하십시오."
597,20210528,캡슐,아이클리어 루테인,"과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음
(가) 고칼슘혈증이 있거나 의약품 복용 시 전문가와 상담할 것
(나) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",(주)알피바이오,"1)성상: 고유의 향미가 있고 이미, 이취가 없는 진한 빨강색의 내용물을 함유한 어두운 갈색의 타원형 연질캡슐
2)루테인: 표시량(20mg/500mg)의 80~120%
3)비타민A: 표시량(700ugRE/500mg)의 80~150%
4)비타민C: 표시량(31.5mg/500mg)의 80~150%
5)비타민E : 표시량(3.3mga-TE/500mg)의 80~150%
6)비타민D : 표시량(10ug/500mg)의 80~180%
7)아연 : 표시량(7.2mg/500mg)의 80~150%
8)셀레늄 : 표시량(16.5ug/500mg)의 80~150%
9)납 : 1.0mg/kg 이하
10)카드뮴 : 1.0mg/kg 이하
11)수은: 1.0mg/kg 이하
12)비소: 1.0mg/kg 이하
13)헥산(해당 용매를 사용한 경우): 5.0mg/kg 이하
14)초산에틸(해당 용매를 사용한 경우): 50.0mg/kg 이하
15)붕해시험: 20분 이내
16)대장균군: 음성","[마리골드꽃추출물] 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음

[비타민A] ①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화작용을 하여 유해산소로부터 세포를 보호하는데 필요

[비타민E] ①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[셀레늄] ①유해산소로부터 세포를 보호하는데 필요",24개월,0,"1일 1회, 1회 1캡슐을 충분한 물과 함께 섭취하십시오."
598,20210528,캡슐,지니랩스 라이프업 쏘팔메토+옥타코사놀,"(가) 성인남성만 섭취할 것
(나) 수술 전후, 출혈성 질환이 있거나 항응고제 등 복용 시 전문가와 상담할 것
(다) 알레르기 체질 등은 개인에 따라 과민반응을 나타낼 수 있음
(라) 메스꺼움 등 소화계통의 불편함과 설사를 유발할 수 있으니 식사 후 섭취할 것
(마) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것









(가) 고칼슘혈증이 있거나 의약품 복용 시 전문가와 상담할 것
(나) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",우리바이오(주),"1. 성상 : 고유의 향미가 있고 이미, 이취가 없는 탁한 주황색의 점도가 있는 내용물을 포함한 적갈색의 장방형 연질캡슐
2. 로르산 : 표시량(70 mg / 1,000 mg) 의 80 ~ 120 %
3. 옥타코사놀 : 표시량(7 mg / 1,000 mg) 의 80 ~ 120 %
4. 비타민B1 : 표시량(1.2 mg / 1,000 mg) 의 80 ~ 180 %
5. 비타민B2 : 표시량(2 mg / 1,000 mg) 의 80 ~ 180 %
6. 비타민B6 : 표시량(1.5 mg / 1,000 mg) 의 80 ~ 150 %
7. 비타민D : 표시량(10 ㎍ / 1,000 mg) 의 80 ~ 180 %
8. 베타카로틴 : 표시량(1.26 mg / 1,000 mg) 의 80 ~ 150 %
9. 셀렌 : 표시량(55 ㎍ / 1,000 mg) 의 80 ~ 150 %
10. 아연 : 표시량(8.5 mg / 1,000 mg) 의 80 ~ 150 %
11. 엽산 : 표시량(400 ㎍ / 1,000 mg)의 80 ~ 150 %
12. 납(mg/kg) : 1.0 이하
13. 카드뮴(mg/kg) : 1.0 이하
14. 총수은(mg/kg) : 1.0 이하
15. 총비소(mg/kg) : 1.0 이하 
16. 대장균군 : 음성
17. 붕해 : 20분 이내","①전립선 건강의 유지에 도움을 줄 수 있음

①지구력 증진에 도움을 줄 수 있음

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①탄수화물과 에너지 대사에 필요

①체내 에너지 생성에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①유해산소로부터 세포를 보호하는데 필요",제조일로부터 24개월,0,"1일 1회, 1회 1캡슐을 물과 함께 섭취하십시오."
